"NOME_PESSOA","CNS","CPF","PIS","DATA_NASCIMENTO","NOME_MAE","ID_ORIGEM","DATA_EVENTO","COMPETENCIA","ID_EVENTO_ORIGEM","STATUS","DATA_INATIVACAO","GESTACAO","PESO","ALTURA","DUM","DPP","SEMANA_GESTACIONAL","LOCAL","PROFISSIONAL"
"GABRIEL MOTA LEAL","898004817112133",,,"2014-10-13","BARBARA RIBEIRO MOTA","236393","2018-10-31","2019-12","13",,,,,,,,,,
"DAVID MATHIAS SILVA LIMA","700907970273692","06383668285",,"2015-03-12","ZULEIDE DA SILVA LIMA","236399","2018-10-22","2019-12","13",,,,,,,,,,
"DAVID MATHIAS SILVA LIMA","700907970273692","06383668285",,"2015-03-12","ZULEIDE DA SILVA LIMA","236399","2019-05-22","2019-12","13",,,,"36.8","1.47",,,,,
"GENESIS NAZARET CADAMO BRAZON","898005892638628",,,"2014-07-14","MURIBEL JOSEFINA CADAMO","242411","2018-11-06","2019-12","13",,,,,,,,,,
"GENESIS NAZARET CADAMO BRAZON","898005892638628",,,"2014-07-14","MURIBEL JOSEFINA CADAMO","242411","2019-02-18","2019-12","13",,,,,,,,,,
"HUGO RODRIGUES DO CARMO LIMA","709606638140275","07609340294",,"2018-10-03","KEROLAYNE DO CARMO LIMA","242416","2018-11-06","2019-12","13",,,,,,,,,,
"CARLOS LEONEL ZALDIVAR GONZALEZ","898005852405789",,,"2013-05-11","MARIANNY JOSE GONZALEZ BORGES","211023","2019-10-10","2019-12","13",,,,"85.1","1.48",,,,,
"LAURA MARQUES DE ALCANTARA","705407480621495","07414624277",,"2018-07-11","EMILE MARQUES VERAS","211110","2019-10-31","2019-12","13",,,,"76","1.75",,,,,
"MELANIE CELESTE LEZAMA ZABALETA","898005885360326",,,"2018-05-04","ALEYDIS DEL VALLE LEZAMA ZABALETA","211942","2018-08-31","2019-12","13",,,,"13.2","0.87",,,,,
"ARTHUR FERNANDES DOS SANTOS","898005889875444",,,"2018-07-26","LIGIA FERNANDES DOS SANTOS","222766","2019-02-20","2019-12","13",,,,"66","1.58",,,,,
"VICTOR RYAN BRASIL ARAUJO","708804700176310","07457188258",,"2018-05-28","DANIELE BRASIL DA SILVA","236773","2018-10-23","2019-12","13",,,,"54","1.6",,,,,
"GIOVANNA MOREIRA SOARES","702409058950929","06228753290",,"2017-05-22","JOELMA COSTA MOREIRA","238813","2018-10-26","2019-12","13",,,,"25.4","1.16",,,,,
"GIOVANNA MOREIRA SOARES","702409058950929","06228753290",,"2017-05-22","JOELMA COSTA MOREIRA","238813","2018-11-22","2019-12","13",,,,"26.9",,,,,,
"SOFIA ISABELLA BOLIVAR COLOMBO","703408220703100","70643099204",,"2017-04-13","DEYNA RAFDELIS COLOMBO AREVALO","238885","2019-10-31","2019-12","13",,,,"68.3",,,,,,
"JOAQUIM SILVA RIZZO FERREIRA","708604002405782","07379410229",,"2018-07-05","ROBERTA SILVA RIZZO FERREIRA","238976","2019-10-01","2019-12","13",,,,,,,,,,
"CELISMAR DEL VALLE GAETANO ROJAS","898005854885036",,,"2013-12-30","MAURYS DEL CARMEM","239222","2018-10-29","2019-12","13",,,,,,,,,,
"CELISMAR DEL VALLE GAETANO ROJAS","898005854885036",,,"2013-12-30","MAURYS DEL CARMEM","239222","2018-10-31","2019-12","13",,,,,,,,,,
"CELISMAR DEL VALLE GAETANO ROJAS","898005854885036",,,"2013-12-30","MAURYS DEL CARMEM","239222","2018-11-13","2019-12","13",,,,,,,,,,
"CELISMAR DEL VALLE GAETANO ROJAS","898005854885036",,,"2013-12-30","MAURYS DEL CARMEM","239222","2018-11-22","2019-12","13",,,,,,,,,,
"TYLER TARIQ ATKINSON","898005817689547",,,"2013-09-25","LORRETA WONDER ATKINSON","209615","2019-10-03","2019-12","13",,,,,,,,,,
"GABRIELA RODRIGUES ARAUJO DA SILVA","704604153202829","05333322228",,"2016-03-28","CRISTIANE RODRIGUES ARAUJO DA SILVA","210009","2018-08-27","2019-12","13",,,,"81",,,,,,
"RODRIGO BARBOSSA DOS SANTOS","898005884418266",,,"2018-08-07","JULIANA BARBOSA","210011","2018-08-27","2019-12","13",,,,"62",,,,,,
"LOUISE AREDES SOUZA","705005608541559","07531345277",,"2018-09-09","ALINE AREDES MARTINS","223941","2018-09-24","2019-12","13",,,,"29.1",,,,,,
"NICOLAS EMANUEL ROQUE LUCENA","700500386470154","07404884225",,"2018-07-18","MARISANDRA ROQUE DA CONCEICAO","200505","2018-08-07","2019-12","13",,,,,,,,,,
"NICOLAS EMANUEL ROQUE LUCENA","700500386470154","07404884225",,"2018-07-18","MARISANDRA ROQUE DA CONCEICAO","200505","2019-10-29","2019-12","13",,,,"62.7","1.47",,,,,
"KAEL PETRY GUIMARAES FERRAZ","708008371807929",,"23642573181","2013-08-02","LEIDIANE DAS DORES GUIMARAES","210340","2019-03-25","2019-12","13",,,,,,,,,,
"KAEL PETRY GUIMARAES FERRAZ","708008371807929",,"23642573181","2013-08-02","LEIDIANE DAS DORES GUIMARAES","210340","2019-03-26","2019-12","13",,,,,,,,,,
"ALEXANDRE FELIPE VALERIO SANCHES","898005804760981",,,"2017-08-31","LIDIANE DOS SANTOS VALERIO","210361","2018-08-24","2019-12","13",,,,,,,,,,
"ALEXANDRE FELIPE VALERIO SANCHES","898005804760981",,,"2017-08-31","LIDIANE DOS SANTOS VALERIO","210361","2019-06-12","2019-12","13",,,,"52","1.65",,,,,
"ALEXANDRE FELIPE VALERIO SANCHES","898005804760981",,,"2017-08-31","LIDIANE DOS SANTOS VALERIO","210361","2019-04-10","2019-12","13",,,,"51","1.65",,,,,
"YASMIM VITORIA FERREIRA DUARTE","704004373423161","06328357290",,"2014-08-16","JANAIRA FERREIRA DO LAGO","210365","2018-08-24","2019-12","13",,,,"127.7",,,,,,
"ABRAHAM ISAAC MIRENA CARABALLO","700505518573952","07507506266",,"2018-08-29","DANYELIS TAHILI CARABALLO ROMERO","224729","2018-09-25","2019-12","13",,,,,,,,,,
"CHRISTOPHER SOARES","898005858255878",,,"2018-03-20","KAILA CRISTINA GOMES DA COSTA","222889","2019-08-19","2019-12","13",,,,,,,,,,
"CHRISTOPHER SOARES","898005858255878",,,"2018-03-20","KAILA CRISTINA GOMES DA COSTA","222889","2019-09-30","2019-12","13",,,,,,,,,,
"ANA LETICIA AGUILARTE MATA","898005885876608","07475735222",,"2018-08-18","EVELITZA YOSVENI MATA","225244","2018-09-26","2019-12","13",,,,,,,,,,
"ANNA LIZ DA SILVA MENDES","898005891245509",,,"2018-09-12","UGLENE DA SILVA LIZ","225451","2018-09-27","2019-12","13",,,,,,,,,,
"ANA LUCIA MARCANO GOLINDANO","898005886155858",,,"2017-05-21","ANA PATRICIA GOLINDANO ARTEAGA","226081","2019-02-20","2019-12","13",,,,,,,,,,
"ISABELLA CANDIDO DE SOUZA","702005822993185","05488855246",,"2015-06-02","EVA ROMALIA PEREIRA DE SOUZA","225762","2019-11-13","2019-12","13",,,,,,,,,,
"KEVIN JAVIER GONZALEZ PUGA","898005889178484",,,"2015-06-27","YOLI YESENIA PUGA ROJAS","227269","2018-10-01","2019-12","13",,,,"72",,,,,,
"KEVIN JAVIER GONZALEZ PUGA","898005889178484",,,"2015-06-27","YOLI YESENIA PUGA ROJAS","227269","2019-07-15","2019-12","13",,,,,,,,,,
"KAUA MIGUEL SANTO COSTA","703009827932070","07446224258",,"2014-02-03","SUANE LINARA DAL SANTO","207611","2019-03-19","2019-12","13",,,,,,,,,,
"HEITOR RUBENS BARBOSA DA SILVA","704200246930980","07460195219",,"2018-08-11","DANIELA DA SILVA ARAUJO","211049","2018-08-27","2019-12","13",,,,,,,,,,
"AMANDA LETICIA DOS SANTOS NASCIMENTO","898004818570712",,,"2015-07-03","SEM INFORMACAO","227597","2018-10-10","2019-12","13",,,,"65","1.66",,,,,
"RUBEN ARREAZA MORALES","898005889391986","70691849218",,"2017-08-19","YENNY CAROLINA MORALES ESPINOZA","231195","2019-03-13","2019-12","13",,,,,,,,,,
"JONATHAN JOSUE CENTENO RODRIGUES","898005891806861",,,"2017-05-05","GRACIELA DEL VLLE RODRIGUES","231200","2019-10-01","2019-12","13",,,,,,,,,,
"LEONELA IRIANNYS GONZALEZ RAUSSEO","898005810482157",,,"2016-08-14","WENDY STEFANI RAUSSEO GAMBOA","240207","2018-11-30","2019-12","13",,,,"17.6",,,,,,
"SEBASTIAO ABADIO DA SILVA FILHO","898005137524176",,,"2016-08-17","EVA CRISSILENE CRUZ SILVA","212563","2018-10-23","2019-12","13",,,,,,,,,,
"SEBASTIAO ABADIO DA SILVA FILHO","898005137524176",,,"2016-08-17","EVA CRISSILENE CRUZ SILVA","212563","2018-10-30","2019-12","13",,,,,,,,,,
"PAULO JOSE ALBUQUERQUE DE SOUSA","709806089271692","06391920257",,"2016-08-10","MAIRA RIANE DE SOUZA ALBUQUERQUE","199689","2018-10-09","2019-12","13",,,,,,,,,,
"PAULO JOSE ALBUQUERQUE DE SOUSA","709806089271692","06391920257",,"2016-08-10","MAIRA RIANE DE SOUZA ALBUQUERQUE","199689","2019-10-24","2019-12","13",,,,"61.4",,,,,,
"MAXIMILIANO JOSE ARREDONDO FAJARDO","898005867297472",,,"2016-03-03","MARIALBYS HEMILYS FAJARDO SEVILLA","213062","2018-09-12","2019-12","13",,,,,,,,,,
"MAXIMILIANO JOSE ARREDONDO FAJARDO","898005867297472",,,"2016-03-03","MARIALBYS HEMILYS FAJARDO SEVILLA","213062","2019-11-25","2019-12","13",,,,"40.9","1.5",,,,,
"MELINDA DE JESUS BARROS DE SOUZA","708207602242546","06954225290",,"2017-12-08","JESSICA DE JESUS DOS PASSOS","224815","2019-11-19","2019-12","13",,,,,,,,,,
"YULIANYELI MARIA PALACIOS GIL","898005871104845",,,"2017-10-31","YULAIDYS ORIANNA GIL MUNDARAIN","227294","2018-10-01","2019-12","13",,,,,,,,,,
"YULIANYELI MARIA PALACIOS GIL","898005871104845",,,"2017-10-31","YULAIDYS ORIANNA GIL MUNDARAIN","227294","2019-02-26","2019-12","13",,,,,,,,,,
"EMMA ROSE GUANARE PALMARES","898005853176503",,,"2018-03-23","JERALIC DANIELA GUANARE PALMARES","201658","2019-11-01","2019-12","13",,,,,,,,,,
"DANILO DA CONCEICAO PEREIRA","702901551960276","07251196247",,"2017-11-14","ROSINETHE DA CONCEICAO","213140","2018-08-30","2019-12","13",,,,,,,,,,
"DILAN JOSE PINERO CEDENO","898005885344347",,,"2016-07-02","JULIMAR DEL VALLE CEDENO MONTEIRO","213226","2019-02-28","2019-12","13",,,,,,,,,,
"ATHOS PORTELA CAVALCANTE","898005865858922","07283786201",,"2018-05-25","KAILLA GABRIELLE PORTELA DA SILVA","230137","2018-10-08","2019-12","13",,,,,,,,,,
"MYLENA ALICE RIBEIRO TOMAS","898004990199423","50913232874",,"2016-02-22","ISABELA RIBEIRO TOMAS","230915","2019-06-26","2019-12","13",,,,"9.8","0.68",,,,,
"NYLIHE GAIL YEMAYA SALAZAR GRANADO","898005892610278",,,"2017-03-19","EHILYN GRANADO","229658","2018-10-04","2019-12","13",,,,,,,,,,
"KALEO EVARISTO BENTO ALVES","708100546667537","07475176223",,"2018-07-20","LAURA BENTO BARBOSA","231598","2018-10-10","2019-12","13",,,,,,,,,,
"MERY JANE DA SILVA COSTA","704008823617267","06319233222",,"2017-05-11","MICAELE GOMES DA SILVA","202654","2018-08-09","2019-12","13",,,,"54.4",,,,,,
"ISABELLA NOJOSA RAMIREZ","898005195502996","06333471240",,"2017-07-18","KELLY ANDREINA RAMIREZ DASILVA","233636","2019-10-09","2019-12","13",,,,,,,,,,
"WHALACY NASCIMENTO DE CASTRO","898005801801814",,,"2017-07-16","LUCIELLY NASCIMENTO DE OLIVEIRA","232781","2018-10-15","2019-12","13",,,,"15.7","1.01",,,,,
"VALENTINA CARVALHO DA SILVA","898004804797353",,,"2014-01-18","ALESSANDRA KEYSE MACAL DE CARVALHO","203461","2018-12-04","2019-12","13",,,,"105.4",,,,,,
"EVELYN STEFANY SILVA","898005882421367","07437593203",,"2018-07-30","DANIELA SERRAO DA SILVA","214196","2018-08-31","2019-12","13",,,,,,,,,,
"EDUANGELYS ISABEL RODRIGUEZ MARTINEZ","898005888400876","70697716228",,"2016-03-09","ANGELICA JHOANDRA MARTINEZ PINO","234954","2019-08-13","2019-12","13",,,,,,,,,,
"ZOE MAYELA DE JESUS MORENO ALVES","898005837982169",,,"2017-06-21","SEM INFORMACAO","235130","2018-10-18","2019-12","13",,,,,,,,,,
"KAYO MIGUEL CARVALHO CAMPOS","898004876464482",,,"2014-01-04","ELIANA CARVALHO DA CONCEICAO","214800","2018-09-03","2019-12","13",,,,"65",,,,,,
"NATHAN KALLEB FIDELIS CARVALHO","708402761339068",,,"2018-06-27","KARINA FIDELIS CARVALHO","215881","2018-09-05","2019-12","13",,,,,,,,,,
"NATHAN KALLEB FIDELIS CARVALHO","708402761339068",,,"2018-06-27","KARINA FIDELIS CARVALHO","215881","2018-09-20","2019-12","13",,,,,,,,,,
"NATHAN KALLEB FIDELIS CARVALHO","708402761339068",,,"2018-06-27","KARINA FIDELIS CARVALHO","215881","2018-11-05","2019-12","13",,,,,,,,,,
"NATHAN KALLEB FIDELIS CARVALHO","708402761339068",,,"2018-06-27","KARINA FIDELIS CARVALHO","215881","2019-02-19","2019-12","13",,,,,,,,,,
"KELVES DANIEL GOMES MANRIQUE","898005890188285",,,"2018-08-26","LILIBETH DEL VALLE MANRIQUE","223127","2019-05-23","2019-12","13",,,,,,,,,,
"ENZO MIGUEL CAVALCANTE COELHO","898005164848378","07467381298",,"2017-03-22","ANA KAROLAINE CAVALCANTE CRUZ","229578","2019-01-14","2019-12","13",,,,,,,,,,
"RAIMUNDO WEBER ARAUJO NEGREIROS NETO","708005329039525","06353072279",,"2017-07-26","ANGELICA CONCEICAO DA SILVA","223066","2018-12-18","2019-12","13",,,,,,,,,,
"ELIOHANNA RHADASSA FARIAS ALCANTARA","898005821795143",,,"2017-09-16","ELIANE FARIAS DE JESUS","203803","2019-08-28","2019-12","13",,,,,,,,,,
"MIGUEL RAMOS FALCAO","898004813504053",,,"2014-12-05","JULIANA RAMOS BARBOSA","216405","2018-09-06","2019-12","13",,,,"30.7",,,,,,
"THAYNARA NOGUEIRA DA SILVA","702004806740684",,"23691612977","2014-08-20","DJEANE NOGUEIRA DE OLIVEIRA","233251","2018-10-18","2019-12","13",,,,,,,,,,
"CARLOS ARTHUR FRANCISCO DOS SANTOS","708700139919698","05497267211",,"2015-05-13","DIANA FRANCISCO DOS SANTOS","236020","2019-10-14","2019-12","13",,,,,,,,,,
"ADAM GABRIEL BATISTA RODRIGUES","898004814011042",,,"2015-05-15","DARLICE BATISTA","236423","2018-10-23","2019-12","13",,,,,,,,,,
"ADAM GABRIEL BATISTA RODRIGUES","898004814011042",,,"2015-05-15","DARLICE BATISTA","236423","2018-11-06","2019-12","13",,,,,,,,,,
"ADAM GABRIEL BATISTA RODRIGUES","898004814011042",,,"2015-05-15","DARLICE BATISTA","236423","2018-11-30","2019-12","13",,,,"18.2",,,,,,
"ISABELLA EDUARDA CAETANO SARAIVA","898004508151649",,,"2014-08-16","SHEYLA CRISTINA CAETANO DOS SANTOS","216927","2018-09-10","2019-12","13",,,,"46.5","1.55",,,,,
"ROYCE MARTINS ROSAS","702601220639449","04380741222",,"2014-10-14","JULIANA CRISTINA MARTINS FERREIRA","217775","2018-09-11","2019-12","13",,,,,,,,,,
"ROYCE MARTINS ROSAS","702601220639449","04380741222",,"2014-10-14","JULIANA CRISTINA MARTINS FERREIRA","217775","2019-06-06","2019-12","13",,,,,,,,,,
"ROYCE MARTINS ROSAS","702601220639449","04380741222",,"2014-10-14","JULIANA CRISTINA MARTINS FERREIRA","217775","2019-03-28","2019-12","13",,,,,,,,,,
"ROYCE MARTINS ROSAS","702601220639449","04380741222",,"2014-10-14","JULIANA CRISTINA MARTINS FERREIRA","217775","2019-09-19","2019-12","13",,,,,,,,,,
"SHIOLIANNYS ELBANNYS RAMOS CEDENO","898005883046098",,,"2013-11-09","SOLNERYS DEL CARMEN CEDENO GONZALEZ","235784","2019-09-19","2019-12","13",,,,,,,,,,
"RHAFAEL KALEB MARQUES DE SOUSA","706806205364022","06162760286",,"2014-05-28","JOCERLANDIA MARQUES","236146","2018-10-22","2019-12","13",,,,"72.1","1.58",,,,,
"FABIANES CAROLINE MARCANO DIAZ","898005821072508",,,"2017-04-02","NAIROUIS CAROLINA DIAZ SALAZAR","238385","2019-08-22","2019-12","13",,,,,,,,,,
"ARIANNYS DE LOS ANGELES ALFONZO ROJAS","898005881914696","70677879202",,"2018-03-26","FABIANNYS YOSMEL ROJAS MOLINA","206900","2018-08-17","2019-12","13",,,,,,,,,,
"GABRIELYS SOFIA ROJAS FIGUEROA","898005882002321",,,"2018-02-15","NORIANNY SARAY FIGUERA GAMBOA","206915","2019-03-20","2019-12","13",,,,,,,,,,
"ELLEN CHRISTINE ALVES FRANCO RIVAS","898005162596703",,,"2017-04-03","VANESCA ALVES DE LIMA","206932","2018-08-17","2019-12","13",,,,"45","1.53",,,,,
"DAVI GUSTAVO LOPES RIBEIRO","898004860697016","04864622264",,"2015-05-23","KAREN HANAN LOPES SANTOS","218227","2019-11-07","2019-12","13",,,,,,,,,,
"DAVI GUSTAVO LOPES RIBEIRO","898004860697016","04864622264",,"2015-05-23","KAREN HANAN LOPES SANTOS","218227","2019-09-23","2019-12","13",,,,,,,,,,
"RAISSON JOSE MEDEIROS PEREIRA","898005146120384",,,"2013-08-17","PRISCILA MACEDO MEDEIROS","218460","2018-09-12","2019-12","13",,,,,,,,,,
"RAISSON JOSE MEDEIROS PEREIRA","898005146120384",,,"2013-08-17","PRISCILA MACEDO MEDEIROS","218460","2018-09-19","2019-12","13",,,,,,,,,,
"RAISSON JOSE MEDEIROS PEREIRA","898005146120384",,,"2013-08-17","PRISCILA MACEDO MEDEIROS","218460","2019-02-05","2019-12","13",,,,,,,,,,
"RAISSON JOSE MEDEIROS PEREIRA","898005146120384",,,"2013-08-17","PRISCILA MACEDO MEDEIROS","218460","2019-11-21","2019-12","13",,,,"71",,,,,,
"LEOMAR IRINEU AULER NETO","708503360773778","06417996247",,"2016-12-30","WIGNA MELISSE MUNIZ VIANA AULER","218520","2018-09-12","2019-12","13",,,,,,,,,,
"ELISA FERNANDA ALVES DOS SANTOS","898005170707578","06146809217",,"2017-04-04","ELIZELMA ALVES DA SILVA","236149","2018-10-22","2019-12","13",,,,,,,,,,
"ELISA FERNANDA ALVES DOS SANTOS","898005170707578","06146809217",,"2017-04-04","ELIZELMA ALVES DA SILVA","236149","2019-03-21","2019-12","13",,,,,,,,,,
"MAYCK RICHARD DE FREITAS SOUZA","898004600641983",,,"2014-12-24","GABRIELA IZAIRA DE FREITAS","240505","2018-10-31","2019-12","13",,,,"21.7","1.23",,,,,
"MAYCK RICHARD DE FREITAS SOUZA","898004600641983",,,"2014-12-24","GABRIELA IZAIRA DE FREITAS","240505","2019-02-12","2019-12","13",,,,,,,,,,
"GABRIEL ANTONIO CONTRERAS ADELLAN","898005897001342",,,"2016-06-11","LUISANA ELENA ADELLAN BASTIDAS","240600","2019-02-18","2019-12","13",,,,,,,,,,
"DENZEL JABRIEL PARRA MENDEZ","708106524198238","07554474251",,"2018-09-18","ANNI NATALY MENDEZ MANZANO","240608","2019-10-04","2019-12","13",,,,,,,,,,
"EDUARDO OLIVEIRA XAVIER","707807644729814","07244749279",,"2018-04-18","RAQUEL DA SILVA XAVIER","207586","2018-08-20","2019-12","13",,,,"22.3","1.17",,,,,
"FABIO EDUARDO FERNANDES FERREIRA JUNIOR","898005879621725","07408629289",,"2018-07-02","ANA LUCIA OLIVEIRA DE LIMA","218875","2019-11-25","2019-12","13",,,,,,,,,,
"ELISE ARAUJO BROSSI","898005156599453",,,"2017-02-16","STELLA ANDREOTTI BROSSI","219049","2019-10-25","2019-12","13",,,,"76.2",,,,,,
"ESTEBAN JESUS CAMPOS LEONETT","898005888471978",,,"2016-07-06","RAIKELIS CAROLINA LEONETT RODRIGUEZ","219460","2018-09-27","2019-12","13",,,,,,,,,,
"ANA LUIZA HOSSANO GOMES","898004167264538","05262086276",,"2014-04-27","GISELE DE SOUZA HOSSANO GOMES","237404","2018-11-21","2019-12","13",,,,,,,,,,
"MARTA MARIA BARROS DOS SANTOS","898004888253597",,,"2013-07-15","EDNA GARCIA DOS SANTOS","241086","2018-11-01","2019-12","13",,,,"63.3","1.53",,,,,
"ANNA VITORIA NUNES DE FRANCA","708201184008947","05465658240",,"2016-04-28","ELIZONETE NUNES DE SOUSA","208322","2018-08-21","2019-12","13",,,,,,,,,,
"JUNIOR MOISES FIGUEROA","898005884089408",,,"2018-07-29","EYBETH NAZARETH FIGUEROA GARCIA","208403","2018-08-21","2019-12","13",,,,,,,,,,
"DAIANI VITORIA SOUSA BENDLER","898004877913876",,,"2015-09-13","DELZINETE ARAUJO SOUSA","208630","2019-04-01","2019-12","13",,,,,,,,,,
"JULIANNY SOPHIA DE SOUZA CRUZ SILVA","702407571865929","04181381250",,"2013-10-13","ADRIANA DE SOUZA CRUZ SILVA","219923","2019-02-11","2019-12","13",,,,"57.8","1.43",,,,,
"JOAQUIM OLIVEIRA SOUSA","700004105737508","07607217266",,"2018-10-08","DAGNA MELISSE DE OLIVEIRA FREITAS","237931","2019-10-21","2019-12","13",,,,"15.3","1.04",,,,,
"ISABELLY SIMONE LUZ DE OLIVEIRA","898004877106555",,,"2014-06-22","JESICA DA SILVA OLIVEIRA","238450","2019-11-19","2019-12","13",,,,,,,,,,
"BENICIO DA SILVA COSTA","898005884161133",,,"2018-06-11","RARIKELE DA SILVA COSTA","209011","2018-10-02","2019-12","13",,,,"60",,,,,,
"SOFIA DE MELO BARAUNA","705003426500553","07386050267",,"2014-08-28","RAISSA BALSAMO MELO","220633","2018-09-17","2019-12","13",,,,"33.6",,,,,,
"ANA ALICE LIMA PADILHA","700508393622956","07291328209",,"2018-05-28","MARIVALDA BARBOSA LIMA","220666","2019-02-19","2019-12","13",,,,,,,,,,
"ANA ALICE LIMA PADILHA","700508393622956","07291328209",,"2018-05-28","MARIVALDA BARBOSA LIMA","220666","2019-10-09","2019-12","13",,,,"75.4",,,,,,
"RENATO IVAN RODRIGUES DE SOUZA","703002874061971","07069836295",,"2016-12-06","IRACILDA RODRIGUES DE SOUZA","220682","2019-02-15","2019-12","13",,,,"75.2","1.75",,,,,
"RENATO IVAN RODRIGUES DE SOUZA","703002874061971","07069836295",,"2016-12-06","IRACILDA RODRIGUES DE SOUZA","220682","2019-01-30","2019-12","13",,,,,,,,,,
"KARLOS EDUARDO ASSUNCAO SANTANA","898004190376533",,,"2013-04-24","ARTENIZA RODRIGUES SANTANA","220888","2019-02-25","2019-12","13",,,,"67","1.59",,,,,
"LAYLA DE VASCONCELOS PIO","705604432276215","06735664205",,"2017-12-05","SABRINA PIO DE SOUZA","211738","2019-11-05","2019-12","13",,,,,,,,,,
"LISBEILYS SOFIA RODRIGUEZ PEREIRA","702603753976542","70713211245",,"2014-08-16","ANDRIS LILIBETH PEREIRA SILVEIRA","211848","2019-07-05","2019-12","13",,,,,,,,,,
"DANIEL GOMES DE SOUZA","898004946192788",,,"2015-08-28","CLEIDIANE GOMES DOS SANTOS","211970","2019-02-05","2019-12","13",,,,,,,,,,
"GLADIUSKA SOFIA ACEVEDO PEREZ","898005882662518",,,"2016-02-12","GLADIS RENE MARTINEZ","212322","2019-01-16","2019-12","13",,,,,,,,,,
"ALHANA DANIELA CASTILLO MARCANO","701009860857396","07486659271",,"2018-06-08","LEONELA YANIN MARCANO GONZALEZ","236806","2018-10-23","2019-12","13",,,,"61.6","1.58",,,,,
"JOSE ANGEL MANUEL ADRIAN","898005896799332",,,"2013-01-05","MARIANS ROSA PENA RUJANO","239307","2018-10-29","2019-12","13",,,,,,,,,,
"ORLEANYS ANTONELLA RODRIGUEZ DIAZ","898005853443358",,,"2013-06-22","SEM INFORMACAO","233456","2018-10-16","2019-12","13",,,,"51",,,,,,
"GERSON MIGUEL COSTA RODRIGUES","708104529607436","07198013201",,"2018-04-16","CLEBYANA DA SILVA RODRIGUES","234911","2019-08-13","2019-12","13",,,,,,,,,,
"ANNA RITA OLIVEIRA SILVA","708608575438888","07398149239",,"2014-10-25","VANDA MARIA CONCEICAO SILVA","241914","2018-11-05","2019-12","13",,,,,,,,,,
"ANNA RITA OLIVEIRA SILVA","708608575438888","07398149239",,"2014-10-25","VANDA MARIA CONCEICAO SILVA","241914","2019-01-09","2019-12","13",,,,,,,,,,
"KAILLA MADALENY LICOR DE LIMA","898005169872145",,,"2017-05-09","ANA CLAUDIA LICOR SANTANA","221100","2019-03-18","2019-12","13",,,,,,,,,,
"ESTER HADASSA RODRIGUES SANTANA","898005133365464",,,"2015-03-20","CINTIA RODRIGUES SANTANA","236165","2019-03-18","2019-12","13",,,,,,,,,,
"EMMARYS SOPHIA BLACMAN CACHARUCO","898005895646397",,,"2016-12-06","MARIANNY JAQUELINE CARACHUCO PEREZ","236195","2018-10-22","2019-12","13",,,,,,,,,,
"ANGEL EMANUEL VALIENTE PACHECO","898005886947398",,,"2017-12-27","MAYURY JACKELIN PACHECO ALDANA","236924","2018-10-23","2019-12","13",,,,,,,,,,
"MATEUS DE ALMEIDA COSTA BARRETO","700106942304410","04204090257",,"2014-06-27","TARCIA MILLENE DE ALMEIDA COSTA BARRETO","214898","2018-12-07","2019-12","13",,,,"76","1.67",,,,,
"MATEUS DE ALMEIDA COSTA BARRETO","700106942304410","04204090257",,"2014-06-27","TARCIA MILLENE DE ALMEIDA COSTA BARRETO","214898","2019-02-22","2019-12","13",,,,,,,,,,
"ISMAEL JHONATAN LOPES","898005114042469",,,"2015-05-08","ELENIR LOPES DA SILVA FERNANDES","215023","2019-05-07","2019-12","13",,,,"72.7",,,,,,
"LUZ AYELEN MARIN MORENO","898005880830987",,,"2015-10-09","ROSALBA MARYARI MORENO GUANARES","200907","2019-05-06","2019-12","13",,,,"87.9",,,,,,
"LUZ AYELEN MARIN MORENO","898005880830987",,,"2015-10-09","ROSALBA MARYARI MORENO GUANARES","200907","2019-06-05","2019-12","13",,,,"87.6",,,,,,
"LUZ AYELEN MARIN MORENO","898005880830987",,,"2015-10-09","ROSALBA MARYARI MORENO GUANARES","200907","2019-12-03","2019-12","13",,,,"87.3","1.68",,,,,
"FILHA LUANA DE SOUZA GOMES","898005807802405",,,"2017-08-15","LUANA DE SOUZA GOMES","200922","2019-10-14","2019-12","13",,,,,,,,,,
"GUILHERME SANTAREM DANTAS","898005194785331","07099139231",,"2017-07-06","ELIANE DOS SANTOS SANTAREM","200925","2018-12-10","2019-12","13",,,,,,,,,,
"BERNARDO CARVALHO CORREIA MACEDO","708909783139012","07294624208",,"2018-05-30","ROBERVANIA CAROLINI CARVALHO CORREIA","201284","2018-08-07","2019-12","13",,,,"74.4",,,,,,
"ARTHUR RICARTE DUARTE","700005458024707","04133827295",,"2014-04-02","BEATRIZ RICARTE DE ARAUJO","205795","2018-08-15","2019-12","13",,,,,,,,,,
"ARTHUR RICARTE DUARTE","700005458024707","04133827295",,"2014-04-02","BEATRIZ RICARTE DE ARAUJO","205795","2018-08-27","2019-12","13",,,,,,,,,,
"ARTHUR RICARTE DUARTE","700005458024707","04133827295",,"2014-04-02","BEATRIZ RICARTE DE ARAUJO","205795","2018-09-27","2019-12","13",,,,,,,,,,
"ARTHUR RICARTE DUARTE","700005458024707","04133827295",,"2014-04-02","BEATRIZ RICARTE DE ARAUJO","205795","2019-06-12","2019-12","13",,,,,,,,,,
