"NOME","CNS","CPF","PIS","DATA_NASCIMENTO","NOME_MAE","ID_ORIGEM","DATA_EVENTO","COMPETENCIA","ID_EVENTO_ORIGEM","STATUS","DATA_INATIVACAO","GESTACAO","PESO","ALTURA","DPP","DUM","SEMANA_GESTACAO","UBS","PROFISSIONAL"
"ANA KAROLINA DA SILVA PONTES","700004906918101","70280582200","21229508661","2001-10-18","FRANCINETE PONTES DA SILVA","221851","2019-02-04","2019-12","1","INATIVO",,,,,"2019-09-01","2018-11-24",,"UNIDADE BASICA DE SAUDE EDNA BEZERRA DINIZ",
"ROSMARY KARINA RINCONES","898005880076859","71357321112",,"1994-10-17","NAZOLYS DEL VALLE RINCONES GARCIA","221857","2018-09-11","2019-12","1","ATIVO",,,,,"2018-12-17","2018-03-10",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"SHEIEVENNY SILVA","706201569198766","00393719219",,"1998-06-19","MARIA FRANCISCA GOMES DA SILVA","221867","2018-09-11","2019-12","1","ATIVO",,,,,"2019-02-25","2018-05-18",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"BARBARA NAIELY ESTEPHANE DA MOTA FERNANDES","700003885267009","00388156210",,"1986-11-01","LUCINEIDE DA MOTA FERNANDES","221871","2018-11-06","2019-12","1","ATIVO",,,,,"2019-03-12","2018-06-05",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"ANGELA MIKAELE PIRES DA SILVA","704205208319387","01363403265",,"1992-12-12","ANTONIA PIRES DA SILVA","221873","2018-09-11","2019-12","1","ATIVO",,,,,"2019-05-16","2018-08-09",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"VERONICA EMPERATRIZ JAEN CASTRO","898005889238886",,,"2000-05-14","LICETT DEL VALLE CASTRO ALVAREZ","221908","2019-04-09","2019-12","1","ATIVO",,,,,"2019-11-05","2019-01-29",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"VERONICA EMPERATRIZ JAEN CASTRO","898005889238886",,,"2000-05-14","LICETT DEL VALLE CASTRO ALVAREZ","221908","2019-05-23","2019-12","1","ATIVO",,,,,"2019-11-05","2019-01-29",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"MARIELIS DEL CARMEN ARIAS CALDERA","898005820967692",,,"1995-07-26","MORELVIA CALDERA","221925","2018-09-11","2019-12","1","ATIVO",,,,,"2019-03-30","2018-06-23",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"MARIELIS DEL CARMEN ARIAS CALDERA","898005820967692",,,"1995-07-26","MORELVIA CALDERA","221925","2019-05-09","2019-12","1","ATIVO",,,,,"2019-03-30","2018-06-23",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"LEIDYS CARLIN LORONO CANELON","898005868768258",,,"1988-11-29","JOSEFA MARIA LANELIM","221926","2018-09-19","2019-12","1","ATIVO",,,,,"2019-01-19","2018-04-12",,"UNIDADE BASICA DE SAUDE PRICUMA",
"SUELLEN LARISSA MEDEIROS DE OLIVEIRA SOUZA","708009370318623","89012968291",,"1985-08-09","JURACI SUELI MEDEIROS DE OLIVEIRA","221947","2018-09-17","2019-12","1","ATIVO",,,,,"2019-05-05","2018-07-29",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"GRECIA JESSIBEL FLORES LIZCANO","898005882633739",,,"1997-06-29","LUISA ISABEL FLORES LIZCANO","221954","2018-09-28","2019-12","1","ATIVO",,,,,"2019-05-15","2018-08-08",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"GRECIA JESSIBEL FLORES LIZCANO","898005882633739",,,"1997-06-29","LUISA ISABEL FLORES LIZCANO","221954","2019-05-09","2019-12","1","ATIVO",,,,,"2019-05-15","2018-08-08",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"CHARLENE ANDREIZA LEMOS DA SILVA","700409962085846","00992853206",,"1991-11-22","CHEILA MARIA BRAGA DE LEMOS","222071","2018-09-21","2019-12","1","INATIVO",,,,,"2019-04-28","2018-07-21",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"KAMILLA DOS SANTOS REZENDE MADURO","700405924824145","93600909215","16319553023","1991-11-11","ROSANE DOS SANTOS REZENDE MADURO","222134","2018-09-11","2019-12","1","ATIVO",,,,,"2019-02-03","2018-04-26",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"MAXCILENE LEVEL DA SILVA","700009927771007","80624910210",,"1985-03-07","LUZIREIA LEVEL GUTIERREZ","222165","2018-09-13","2019-12","1","ATIVO",,,,,"2019-01-23","2018-04-16",,"UNIDADE BASICA DE SAUDE BURITIS",
"MARYLANE DA COSTA CRUZ","709605668950673","80853471215",,"1985-09-06","MARIZETE DA COSTA SILVA","222169","2018-09-19","2019-12","1","ATIVO",,,,,"2018-12-22","2018-03-15",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"REGIELLE JUVENAL DE OLIVEIRA","708901709023211","94299510259","13251558276","1987-04-11","ANTONIA JUVENAL DE OLIVEIRA","222199","2019-03-15","2019-12","1","ATIVO",,,,,"2019-10-27","2019-01-20",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"REGIELLE JUVENAL DE OLIVEIRA","708901709023211","94299510259","13251558276","1987-04-11","ANTONIA JUVENAL DE OLIVEIRA","222199","2019-03-15","2019-12","1","ATIVO",,,,,"2019-10-27","2019-01-20",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"REGIELLE JUVENAL DE OLIVEIRA","708901709023211","94299510259","13251558276","1987-04-11","ANTONIA JUVENAL DE OLIVEIRA","222199","2019-06-14","2019-12","1","ATIVO",,,,,"2019-10-27","2019-01-20",,"UNIDADE BASICA DE SAUDE CINTURAO VERDE",
"LETICIA NOGUEIRA SOUZA","702001826606182","01121239293",,"1996-05-10","FRANCISCA NOGUEIRA DA SILVA","222206","2019-03-20","2019-12","1","ATIVO",,,,,"2019-11-10","2019-02-03",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"HELLEM KEROLAYNNY DOS REIS SOUZA","702909556120672","01372439285","16105222506","1993-10-25","HALLYSON MACKESA SILVA DOS REIS","222207","2018-10-11","2019-12","1","ATIVO",,,,,"2019-02-21","2018-05-14",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"ANA CASSIA MONTEIRO DA SILVA","706403180755881","00882564218","12736523034","1985-01-04","MARIA BARBARA BENEDITA MONTEIRO","222228","2018-09-12","2019-12","1","INATIVO",,,,,"2019-01-20","2018-04-13",,"UNIDADE BASICA DE SAUDE BURITIS",
"ERIKA DALLAY DAMASCENO DA SILVA SANTOS","700005290671700","01363812270",,"1992-05-01","CARMEN LUCIA FERREIRA DAMASCENO","222370","2018-10-23","2019-12","1","ATIVO",,,,,"2019-04-27","2018-07-20",,"UNIDADE BASICA DE SAUDE CINTURAO VERDE",
"ROSBELYS NOEMY AVILA BARRETO","898005859352931",,,"1999-07-20","DIOMELIS JOSEFINA BARRETO SANSONETTI","222479","2019-06-07","2019-12","1","ATIVO",,,,,"2019-09-28","2018-12-21",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"KAROLINY PESSOA DA COSTA ARAUJO","700507313463359","01715602218",,"1994-03-10","SOCORRO PESSOA DA COSTA ARAUJO","222487","2019-09-17","2019-12","1","ATIVO",,,,,"2020-01-21","2019-04-14",,"UNIDADE BASICA DE SAUDE SENADOR HELIO CAMPOS",
"JHOSELYN STEFANIA ACENSO RODRIGUEZ","898005866702381",,,"1996-11-22","FELICIA JOSEFINA RODRIGUEZ","222509","2019-10-29","2019-12","1","ATIVO",,,,,"2020-05-12","2019-08-05",,"UNIDADE BASICA DE SAUDE SAYONARA MARIA DANTAS LICARIAO MATOS",
"FRANYELIS ANDREINA VALENCIA GUEVARA","898005889847483","70693024283",,"2001-05-06","MITSY ISMAYU GUEVARA SIFONTES","222528","2018-09-17","2019-12","1","ATIVO",,,,,"2019-01-23","2018-04-16",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"PAMELA DE SOUZA CRAVEIRO","703209666981790","04473020274","16660407511","2000-06-28","LUCIVANIA DE SOUZA MORAIS","222552","2019-10-23","2019-12","1","ATIVO",,,,,"2019-11-26","2019-02-19",,"UNIDADE BASICA DE SAUDE SANTA LUZIA",
"MARIA ESTHER HERRERA RAMIREZ","898005844598379",,,"1990-03-30","ROSA RAMIREZ","222556","2018-10-04","2019-12","1","ATIVO",,,,,"2020-04-17","2019-07-10",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"MARIA ESTHER HERRERA RAMIREZ","898005844598379",,,"1990-03-30","ROSA RAMIREZ","222556","2019-11-11","2019-12","1","ATIVO",,,,,"2020-04-17","2019-07-10",,"UNIDADE BASICA DE SAUDE SENADOR HELIO CAMPOS",
"MARIANNY LEONOR FERMIN DIAZ","898005150709192",,,"1994-12-02","GEYDE DIAZ","222566","2018-09-17","2019-12","1","ATIVO",,,,,"2019-05-06","2018-07-30",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"JORDANIA LIMA DA COSTA SOUZA","700407462452147","88235840278",,"1990-09-30","MARIA DO SOCORRO LIMA","222599","2019-05-08","2019-12","1","ATIVO",,,,,"2019-06-22","2018-09-15",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"JORDANIA LIMA DA COSTA SOUZA","700407462452147","88235840278",,"1990-09-30","MARIA DO SOCORRO LIMA","222599","2018-12-14","2019-12","1","ATIVO",,,,,"2019-06-22","2018-09-15",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"THAILA VITORIA CABRAL DE SOUZA","898004855204953","04390492292",,"2000-04-17","JAQUELINE SILVA CABRAL","222653","2018-09-17","2019-12","1","ATIVO",,,,,"2019-04-23","2018-07-16",,"UNIDADE BASICA DE SAUDE EDNA BEZERRA DINIZ",
"THAILA VITORIA CABRAL DE SOUZA","898004855204953","04390492292",,"2000-04-17","JAQUELINE SILVA CABRAL","222653","2019-05-24","2019-12","1","ATIVO",,,,,"2019-04-23","2018-07-16",,"UNIDADE BASICA DE SAUDE EDNA BEZERRA DINIZ",
"MARCELA CRISTINA SILVA CONCEICAO","706703574752617","55680372215",,"1998-01-04","LUCIMAR ALVES DA SILVA","222672","2018-09-12","2019-12","1","ATIVO",,,,,"2018-09-11","2017-12-04",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"NICOLE WILLIAMS DA SILVA","709209287959133","70070413290","20196446591","2000-01-30","CLARICE WILLIAMS","222682","2018-09-17","2019-12","1","INATIVO",,,,,"2019-03-23","2018-06-16",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"NICOLE WILLIAMS DA SILVA","709209287959133","70070413290","20196446591","2000-01-30","CLARICE WILLIAMS","222682","2019-08-01","2019-12","1","INATIVO",,,,,"2019-03-23","2018-06-16",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"LORAYNE MOREIRA DE SOUZA","708409711046861","01685810276",,"1994-12-12","ANGELA LENA MOREIRA DE JESUS","222693","2018-10-11","2019-12","1","ATIVO",,,,,"2019-05-12","2018-08-05",,"UNIDADE BASICA DE SAUDE BURITIS",
"LORAYNE MOREIRA DE SOUZA","708409711046861","01685810276",,"1994-12-12","ANGELA LENA MOREIRA DE JESUS","222693","2019-06-14","2019-12","1","ATIVO",,,,,"2019-05-12","2018-08-05",,"UNIDADE BASICA DE SAUDE BURITIS",
"MARIA DAYANE CHAVES ARAUJO","700004516564305","05842139308",,"1993-08-29","MARIA JOSE LIMA CHAVES","222749","2019-05-15","2019-12","1","ATIVO",,,,,"2019-08-17","2018-11-10",,"UNIDADE BASICA DE SAUDE EDNA BEZERRA DINIZ",
"MARIA DAYANE CHAVES ARAUJO","700004516564305","05842139308",,"1993-08-29","MARIA JOSE LIMA CHAVES","222749","2019-01-23","2019-12","1","ATIVO",,,,,"2019-08-17","2018-11-10",,"UNIDADE BASICA DE SAUDE EDNA BEZERRA DINIZ",
"JESSICA RODRIELE CORREA DA COSTA","701407607951333","00207192219",,"1988-10-07","ORLANDIRA CORREA DA COSTA","222764","2018-11-13","2019-12","1","ATIVO",,,,,"2019-07-02","2018-09-25",,"UNIDADE BASICA DE SAUDE EQUATORIAL",
"RAQUEL LOPES DE LIMA","709200200497037","93427409287",,"1984-05-25","RAIMUNDA LOPES DE LIMA","222798","2018-09-12","2019-12","1","ATIVO",,,,,"2019-04-25","2018-07-18",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"ERICA DOS SANTOS SOUSA","704100149775373","04594640273","16128270000","1999-07-25","EDENILCE DOS SANTOS VIEIRA","222805","2019-08-27","2019-12","1","ATIVO",,,,,"2019-11-03","2019-01-27",,"UNIDADE BASICA DE SAUDE SENADOR HELIO CAMPOS",
"ALINE BARRETO DE FREITAS","700004770452505","01504211251",,"1996-09-15","ROSINALDE BARRETO","222814","2019-11-05","2019-12","1","ATIVO",,,,,"2020-05-16","2019-08-09",,"UNIDADE BASICA DE SAUDE EDNA BEZERRA DINIZ",
"IVON JOSEFINA MILLAN COLON","898005851345987","70655861203",,"1985-08-27","ERMINDA COLON","222827","2019-10-09","2019-12","1","ATIVO",,,,,"2020-04-30","2019-07-23",,"UNIDADE BASICA DE SAUDE PRICUMA",
"ARTEMISA DIAS DE ABREU","704709717176737","92650163291",,"1987-07-31","MARIA DIAS DE ABREU","222829","2019-08-14","2019-12","1","ATIVO",,,,,"2019-09-18","2018-12-11",,"UNIDADE BASICA DE SAUDE RAIAR DO SOL",
"TEREZA ALMEIDA DOS SANTOS","706408195002188","54664853220",,"1986-08-29","MEIRE ALMEIDA LEAO","222872","2019-05-13","2019-12","1","INATIVO",,,,,"2019-02-15","2018-05-08",,"UNIDADE BASICA DE SAUDE RUBELDIMAR MAIA DE A. CRUZ",
"KATIA FABIANA SILVA GONCALVES","706702504252819","33084865809",,"1985-09-24","JOSEFA GILDETE DA SILVA GONCALVES","222873","2019-08-22","2019-12","1","ATIVO",,,,,"2020-03-17","2019-06-10",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"SIRLENI DO NASCIMENTO PIRES","704007375805463","03999364246",,"1996-11-19","REGINA DO NASCIMENTO PIRES","222937","2018-09-12","2019-12","1","INATIVO",,,,,"2019-03-06","2018-05-30",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"EUZINETE DOS SANTOS PADILHA","700404128449750","66231043215",,"1981-11-20","ELZA DOS SANTOS","222939","2018-09-12","2019-12","1","ATIVO",,,,,"2019-03-06","2018-05-30",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"RAIANE PINTO DE OLIVEIRA","700008441044001","01329474201",,"1994-11-17","DORALICE PINTO","222943","2018-09-25","2019-12","1","ATIVO",,,,,"2019-05-08","2018-08-01",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"BRIDGGET ALEJANDRA LEON IDROGO","898005845653594",,,"1996-08-29","MARIA ALEXANDRA IDROGO","222989","2019-06-17","2019-12","1","ATIVO",,,,,"2019-08-29","2018-11-22",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"RENARA MARIANA DA SILVA MELO","706904179025537","02417937263","20654278584","1998-11-18","RENATA GOMES DA SILVA","223028","2019-03-20","2019-12","1","ATIVO",,,,,"2019-09-22","2018-12-15",,"UNIDADE BASICA DE SAUDE MECEJANA",
"RENARA MARIANA DA SILVA MELO","706904179025537","02417937263","20654278584","1998-11-18","RENATA GOMES DA SILVA","223028","2019-06-24","2019-12","1","ATIVO",,,,,"2019-09-22","2018-12-15",,"UNIDADE BASICA DE SAUDE MECEJANA",
"CARLINA WILMAR CORONA SERRANO","898005888403913",,,"1995-04-04","IRMA BENILDA CARONA GERRONA","223032","2018-11-01","2019-12","1","INATIVO",,,,,"2018-12-17","2018-03-10",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"KARLENYS ANDREINA ROJAS CHINCHILLA","898005886835565","70687280222",,"2000-05-04","LEONOR MARIA CHINCHILLA PLACENCIA","223044","2019-04-18","2019-12","1","ATIVO",,,,,"2019-09-19","2018-12-12",,"UNIDADE BASICA DE SAUDE BURITIS",
"KARLENYS ANDREINA ROJAS CHINCHILLA","898005886835565","70687280222",,"2000-05-04","LEONOR MARIA CHINCHILLA PLACENCIA","223044","2019-06-13","2019-12","1","ATIVO",,,,,"2019-09-19","2018-12-12",,"UNIDADE BASICA DE SAUDE BURITIS",
"FENIX DAYAINI GONZALEZ VALDEZ","898005890031432","70693299207",,"1997-07-19","MARIA MAGDALENA VALDEZ MARCANO","223124","2019-07-10","2019-12","1","ATIVO",,,,,"2020-03-01","2019-05-25",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"ROSMAIRI THAIS TORREALBA CHIRINOS","898005882758388","70678903220",,"1998-12-04","MATILDE DEL CARMEN CHIRINOS DE TORREALBA","223137","2018-09-25","2019-12","1","ATIVO",,,,,"2019-03-20","2018-06-13",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"ADRIANE SOUZA DA SILVA","706006339416148","01907598286",,"1993-03-14","AURICELIA COSTA DE SOUZA","223223","2019-04-29","2019-12","1","ATIVO",,,,,"2019-10-21","2019-01-14",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"ADRIANE SOUZA DA SILVA","706006339416148","01907598286",,"1993-03-14","AURICELIA COSTA DE SOUZA","223223","2019-05-29","2019-12","1","ATIVO",,,,,"2019-10-21","2019-01-14",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"IZAURA BARBOSA MAGALHAES","708600164772590","05058403242",,"2001-05-15","GLAUCIA BARBOSA LIMA","223269","2018-10-09","2019-12","1","ATIVO",,,,,"2019-02-11","2018-05-04",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"YORGELIS AURORA MARCHAN FERRER","898005889254466",,,"1995-03-06","LUISA MRCEDES FERRER","223273","2019-05-10","2019-12","1","ATIVO",,,,,"2019-10-08","2019-01-01",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"REGIANE MOTA","708003340534829","99627469220",,"1989-03-29","REGINA MOTA","223274","2018-09-14","2019-12","1","ATIVO",,,,,"2019-04-28","2018-07-21",,"UNIDADE BASICA DE SAUDE CINTURAO VERDE",
"PRISCILA DOS SANTOS XAVIER MELO","708403275782963","00334711002",,"1984-09-13","AURIA MARIA DOS SANTOS","223282","2019-05-10","2019-12","1","ATIVO",,,,,"2019-08-01","2018-10-25",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"PRISCILA DOS SANTOS XAVIER MELO","708403275782963","00334711002",,"1984-09-13","AURIA MARIA DOS SANTOS","223282","2019-01-16","2019-12","1","ATIVO",,,,,"2019-08-01","2018-10-25",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"FRANCIANE DA SILVA DE MOURA","702806126746868","00796023204",,"1995-05-05","FRANCISCA DA SILVA SOARES","223315","2018-10-04","2019-12","1","ATIVO",,,,,"2019-04-30","2018-07-23",,"UNIDADE BASICA DE SAUDE MECEJANA",
"FRANCIANE DA SILVA DE MOURA","702806126746868","00796023204",,"1995-05-05","FRANCISCA DA SILVA SOARES","223315","2019-06-07","2019-12","1","ATIVO",,,,,"2019-04-30","2018-07-23",,"UNIDADE BASICA DE SAUDE MECEJANA",
"MARIA JULIANA PINTO DOS SANTOS","701805212625675","01788451244","16434082771","1996-05-23","MARIA CARMEN DA SILVA SANTOS","223337","2018-09-19","2019-12","1","ATIVO",,,,,"2018-12-07","2018-02-28",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"CECILIA SOUZA DA SILVA","703006890323474","00587200227",,"1992-06-08","ROSA ANTONIO DE SOUZA","223339","2018-09-28","2019-12","1","ATIVO",,,,,"2019-04-16","2018-07-09",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"CECILIA SOUZA DA SILVA","703006890323474","00587200227",,"1992-06-08","ROSA ANTONIO DE SOUZA","223339","2019-06-13","2019-12","1","ATIVO",,,,,"2019-04-16","2018-07-09",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"VILMA PEREIRA DE SOUSA","706505329459493","03452763293",,"1995-11-14","MARIA INES GOES PEREIRA","223340","2018-10-23","2019-12","1","ATIVO",,,,,"2019-04-17","2018-07-10",,"UNIDADE BASICA DE SAUDE RUBELDIMAR MAIA DE A. CRUZ",
"ROSANNYS DEL VALLE MONTOYA VASQUEZ","702400011970526","70693801271",,"2000-05-15","AIDA DEL VALLE MONTOYA VASQUEZ","223358","2019-09-04","2019-12","1","ATIVO",,,,,"2020-01-25","2019-04-18",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"EILLANE LIMA SILVA","706203782746270","99077167234",,"1989-12-16","EVA MARIA LIMA MORAIS","223364","2018-11-22","2019-12","1","INATIVO",,,,,"2019-04-21","2018-07-14",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"IARA AMORIM ROCHA","702305118707615","88482561200",,"1988-10-15","SEBASTIANA DE SOUZA AMORIM","223402","2018-09-27","2019-12","1","ATIVO",,,,,"2019-03-25","2018-06-18",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"IARA AMORIM ROCHA","702305118707615","88482561200",,"1988-10-15","SEBASTIANA DE SOUZA AMORIM","223402","2019-05-17","2019-12","1","ATIVO",,,,,"2019-03-25","2018-06-18",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"ISABELA DELIMAR MOSQUEDA ALVAREZ","898005890258356",,,"1999-12-19","DANNY ROSA ALVAREZ","223421","2019-10-16","2019-12","1","ATIVO",,,,,"2020-05-22","2019-08-15",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"LARISSA DO NASCIMENTO SOARES","702509353691539","60705843335",,"2000-12-16","ANTONIA MIRIAN CASTRO DO NASCIMENTO","223471","2018-11-13","2019-12","1","INATIVO",,,,,"2019-03-27","2018-06-20",,"UNIDADE BASICA DE SAUDE HELIO MACEDO",
"RUBENNY IRAMA BASTARDO MONGUA","898005890279434",,,"1991-09-21","NICOLASA DE BASTARDO","223533","2018-09-13","2019-12","1","ATIVO",,,,,"2018-10-30","2018-01-23",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"GLEYCILENE FARIAS MELO","702009891913180","54253241204","16267867642","1996-04-30","MARIA DO SOCORRO FARIAS DOS REIS","223537","2018-12-26","2019-12","1","ATIVO",,,,,"2020-04-28","2019-07-21",,"UNIDADE BASICA DE SAUDE EQUATORIAL",
"GLEYCILENE FARIAS MELO","702009891913180","54253241204","16267867642","1996-04-30","MARIA DO SOCORRO FARIAS DOS REIS","223537","2019-10-08","2019-12","1","ATIVO",,,,,"2020-04-28","2019-07-21",,"UNIDADE BASICA DE SAUDE EQUATORIAL",
"LETICIA BORGES SANTIAGO","704004832744167","03396237218",,"1999-07-04","GILDENICE BORGES DE OLIVEIRA","223546","2018-09-14","2019-12","1","INATIVO",,,,,"2019-02-19","2018-05-12",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"ROSIANE MAGALHAES RODRIGUES","706409631260488","03445163260",,"1994-06-30","ROSILENE DA SILVA MAGALHAES","223550","2018-09-14","2019-12","1","ATIVO",,,,,"2019-04-25","2018-07-18",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"THAIS MARIANA HERCULANO CORDEIRO","700409472613544","01566359252",,"1991-09-23","EDNA BRANDAO HERCULANO CORDEIRO","223554","2018-09-14","2019-12","1","ATIVO",,,,,"2019-03-23","2018-06-16",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"LEANDRA NICACIO DE SOUSA","700302931877338","03984426305",,"1989-01-27","FRANCINETH NICACIO DE SOUSA","223571","2018-12-13","2019-12","1","ATIVO",,,,,"2019-03-12","2018-06-05",,"UNIDADE BASICA DE SAUDE HELIO MACEDO",
"IRIAN DUARTE LIMA","700506104360254","00991283228",,"1988-11-19","IRACEMA DUARTE LIMA","223586","2018-09-18","2019-12","1","ATIVO",,,,,"2018-12-12","2018-03-05",,"UNIDADE BASICA DE SAUDE RUBELDIMAR MAIA DE A. CRUZ",
"LINDA MAYRA GARCIA GIL","898005878499993","71349604127",,"1987-03-26","ANA MILENI GIL PAREDES","223614","2019-06-10","2019-12","1","ATIVO",,,,,"2019-12-20","2019-03-13",,"UNIDADE BASICA DE SAUDE IONE SANTIAGO",
"FRANCY MARION DELGADO RODRIGUEZ","898005879332634",,,"1977-12-05","MARIA CIRILA RODRIGUEZ","223639","2019-03-29","2019-12","1","ATIVO",,,,,"2019-08-01","2018-10-25",,"UNIDADE BASICA DE SAUDE PRICUMA",
"FRANCY MARION DELGADO RODRIGUEZ","898005879332634",,,"1977-12-05","MARIA CIRILA RODRIGUEZ","223639","2019-07-12","2019-12","1","ATIVO",,,,,"2019-08-01","2018-10-25",,"UNIDADE BASICA DE SAUDE PRICUMA",
"ANDREIA ARAUJO ALVES","700001990250305","00655203273",,"1993-06-13","MARIA LENI ARAUJO","223663","2019-09-17","2019-12","1","ATIVO",,,,,"2020-02-22","2019-05-15",,"UNIDADE BASICA DE SAUDE DR. SILVIO LOFEGO BOTELHO",
"LAYANE SANCHES DA SILVA","708905730920913","03506637266",,"1995-01-01","GEOVANE FERREIRA DA SILVA","223677","2018-09-27","2019-12","1","ATIVO",,,,,"2019-04-04","2018-06-27",,"UNIDADE BASICA DE SAUDE BURITIS",
"EMILIN GABRIELA BARRIOS VILLEGAS","898005890524609",,,"1992-05-30","MARIA CELESTE VILLEGAS VALENZUELA","223724","2019-11-08","2019-12","1","ATIVO",,,,,"2020-01-25","2019-04-18",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"GABBY FRHANCHESKA DURAN MONTOYA","701803274791674","70719260264",,"1993-10-13","SEVERINA MONTOYA DE DURAN","223804","2018-10-17","2019-12","1","ATIVO",,,,,"2019-05-14","2018-08-07",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"GABBY FRHANCHESKA DURAN MONTOYA","701803274791674","70719260264",,"1993-10-13","SEVERINA MONTOYA DE DURAN","223804","2019-05-16","2019-12","1","ATIVO",,,,,"2019-05-14","2018-08-07",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"JESSIKA ALVES CUNHA","706003810440748","05185193174",,"1998-07-16","FRANCISCA ALVES DE SOUSA","223826","2019-02-07","2019-12","1","ATIVO",,,,,"2019-04-08","2018-07-01",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"ELIANE MARCOS DA SILVA","702607745420046","00932109225",,"1991-11-14","ROSILENE MARCOS","223885","2018-12-04","2019-12","1","ATIVO",,,,,"2019-04-29","2018-07-22",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"ELIANE MARCOS DA SILVA","702607745420046","00932109225",,"1991-11-14","ROSILENE MARCOS","223885","2019-08-01","2019-12","1","ATIVO",,,,,"2019-04-29","2018-07-22",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"JAQUELINE ROCHA COSTA","704102137967177","03338212208","16267891691","1996-10-12","CLEUDIMAR ROCHA COSTA","223963","2019-01-16","2019-12","1","ATIVO",,,,,"2018-12-03","2018-02-24",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
